time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-04-18T03:01:51.660Z,35.022,81.158,10,5,mwc,64,95.6,,1.02,us,usp000g471,2016-11-10T01:54:50.836Z,Xinjiang-Xizang border region,earthquake,,,,,reviewed,us,gcmt
2008-04-18T01:55:44.450Z,35.151,81.396,10,4.1,mb,34,95.1,,0.99,us,usp000g46v,2014-11-07T01:35:39.745Z,Xinjiang-Xizang border region,earthquake,,,,7,reviewed,us,us
2008-04-17T22:31:12.180Z,35.157,81.483,10,3,mb,12,137.6,,1.1,us,usp000g46n,2014-11-07T01:35:39.709Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-17T13:11:43.690Z,35.418,81.307,10,3.6,mb,9,185.3,,1.24,us,usp000g45j,2014-11-07T01:35:39.349Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-15T21:34:06.840Z,34.208,74.094,61.8,3.4,mb,16,184.2,,0.66,us,usp000g40v,2014-11-07T01:35:37.714Z,southwestern Kashmir,earthquake,,16.6,,2,reviewed,us,us
2008-04-15T01:35:52.460Z,35.243,81.278,10,3.3,mb,14,153.9,,1.16,us,usp000g3xy,2014-11-07T01:35:37.198Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-12T23:35:20.640Z,34.963,81.598,10,3.3,mb,12,220,,0.6,us,usp000g3t7,2014-11-07T01:35:36.481Z,western Xizang,earthquake,,,,1,reviewed,us,us
2008-04-12T15:29:47.600Z,35.248,81.399,10,3.4,mb,16,152.9,,1.37,us,usp000g3s7,2014-11-07T01:35:36.380Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-04-12T15:12:12.010Z,35.183,80.927,10,3.4,mb,9,191.4,,0.96,us,usp000g3s5,2014-11-07T01:35:36.376Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-12T10:24:35.210Z,35.001,81.309,10,3.3,mb,17,95.4,,1.3,us,usp000g3rp,2014-11-07T01:35:36.292Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-12T07:22:59.550Z,35.117,81.312,10,3.5,mb,19,157.4,,1.09,us,usp000g3r8,2014-11-07T01:35:36.216Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-11T22:09:48.650Z,35.731,81.732,10,3.4,mb,15,226.2,,1.14,us,usp000g3q2,2014-11-07T01:35:36.010Z,Xinjiang-Xizang border region,earthquake,,,,5,reviewed,us,us
2008-04-11T10:54:02.050Z,35.215,81.306,10,3.8,mb,30,80.4,,1.24,us,usp000g3p3,2014-11-07T01:35:35.289Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-09T02:08:45.180Z,31.49,74.633,49.4,3.3,mb,13,191.3,,0.91,us,usp000g3dn,2014-11-07T01:35:34.059Z,India-Pakistan border region,earthquake,,27.1,,1,reviewed,us,us
2008-04-08T14:56:27.180Z,35.411,81.344,10,3.4,mb,12,142.3,,1.3,us,usp000g3cb,2014-11-07T01:35:33.884Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-07T23:48:29.760Z,35.965,72.46,35,4,mb,8,212.8,,1.04,us,usp000g3at,2014-11-07T01:35:33.229Z,Pakistan,earthquake,,,,1,reviewed,us,us
2008-04-06T00:53:52.620Z,36.095,81.734,10,3.5,mb,9,266.8,,1.44,us,usp000g36f,2014-11-07T01:35:31.878Z,"southern Xinjiang, China",earthquake,,,,1,reviewed,us,us
2008-04-05T19:28:04.600Z,33.238,75.922,65.2,3.5,mb,15,145.1,,0.89,us,usp000g35y,2014-11-07T01:35:31.664Z,eastern Kashmir,earthquake,,18.3,,1,reviewed,us,us
2008-04-05T08:40:41.170Z,35.365,81.395,10,3.7,mb,28,80.3,,1.65,us,usp000g354,2014-11-07T01:35:31.391Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-04-04T17:40:53.090Z,35.601,81.359,10,3.6,mb,13,135.1,,1.21,us,usp000g347,2014-11-07T01:35:31.088Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-04-04T14:07:02.900Z,35.739,81.567,10,3.3,mb,13,185.3,,1.3,us,usp000g33t,2014-11-07T01:35:31.060Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-04-04T02:32:42.730Z,35.222,81.09,10,3.5,mb,18,120.3,,1.13,us,usp000g32w,2014-11-07T01:35:30.190Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-04-03T19:33:10.910Z,35.19,81.379,10,3.9,mb,41,80.2,,1.44,us,usp000g325,2014-11-07T01:35:29.813Z,Xinjiang-Xizang border region,earthquake,,,,7,reviewed,us,us
2008-04-02T23:24:26.600Z,35.708,81.551,10,3.8,mb,34,100.1,,1.22,us,usp000g2zh,2014-11-07T01:35:28.226Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-04-01T01:52:33.810Z,35.144,81.248,10,3.6,mb,18,80.5,,1.42,us,usp000g2uy,2014-11-07T01:35:24.987Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-31T22:50:06.450Z,35.249,81.361,10,3.8,mb,26,110,,1.41,us,usp000g2uk,2014-11-07T01:35:22.689Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-31T18:55:46.580Z,35.592,81.679,10,3.4,mb,16,156.5,,0.99,us,usp000g2u0,2014-11-07T01:35:22.278Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-30T19:58:39.530Z,35.217,81.499,10,3.1,mb,16,152.3,,1.12,us,usp000g2rb,2014-11-07T01:35:21.408Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-30T14:21:20.530Z,35.61,81.607,10,3.1,mb,17,150.2,,1.07,us,usp000g2qs,2014-11-07T01:35:21.318Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-30T08:57:19.710Z,35.093,81.689,10,3.7,mb,14,121.4,,1.34,us,usp000g2q2,2014-11-07T01:35:21.261Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-30T04:18:26.980Z,35.277,81.077,10,3.7,mb,25,93.6,,0.91,us,usp000g2pm,2014-11-07T01:35:21.179Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-29T16:29:00.860Z,35.39,81.294,10,3.4,mb,15,153.2,,1.13,us,usp000g2n5,2014-11-07T01:35:20.702Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-29T14:30:10.350Z,35.224,81.617,10,3.9,mb,30,108.6,,1.17,us,usp000g2mv,2014-11-07T01:35:20.672Z,Xinjiang-Xizang border region,earthquake,,,,5,reviewed,us,us
2008-03-29T11:10:31.940Z,35.131,81.441,10,3.8,mb,12,227.1,,1.38,us,usp000g2mf,2014-11-07T01:35:20.616Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-28T10:15:53.560Z,35.7,81.565,10,3.7,mb,11,146,,1.31,us,usp000g2hx,2014-11-07T01:35:20.162Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-27T17:12:04.010Z,35.357,81.268,10,3.5,mb,11,189.4,,1.45,us,usp000g2gj,2014-11-07T01:35:19.840Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-27T15:37:45.820Z,35.204,81.532,10,3.6,mb,15,189.3,,1.27,us,usp000g2ge,2014-11-07T01:35:19.827Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-27T11:56:38.160Z,35.491,73.445,10,4,mb,18,203.6,,1.48,us,usp000g2g2,2014-11-07T01:35:19.800Z,northwestern Kashmir,earthquake,,,,2,reviewed,us,us
2008-03-26T21:55:59.350Z,35.297,81.489,10,3.6,mb,29,84.1,,1.21,us,usp000g2ef,2014-11-07T01:35:19.655Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-26T17:28:51.460Z,35.348,81.149,10,3.4,mb,9,172.2,,0.99,us,usp000g2dz,2014-11-07T01:35:19.542Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-26T14:28:39.240Z,35.588,81.448,10,3.6,mb,33,57.8,,1.25,us,usp000g2dt,2014-11-07T01:35:19.531Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-26T10:39:27.910Z,35.696,81.715,10,5.2,mwc,171,45.4,,1.04,us,usp000g2da,2016-11-10T01:53:35.057Z,Xinjiang-Xizang border region,earthquake,,,,,reviewed,us,gcmt
2008-03-26T07:14:20.290Z,35.745,81.696,10,3.5,mb,10,218.1,,1.21,us,usp000g2d1,2014-11-07T01:35:19.397Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-26T05:47:09.370Z,35.281,81.35,10,4.2,mb,28,94.9,,1.01,us,usp000g2cw,2014-11-07T01:35:19.383Z,Xinjiang-Xizang border region,earthquake,,,,5,reviewed,us,us
2008-03-25T14:59:32.130Z,35.269,81.101,10,3.6,mb,14,95.2,,1.15,us,usp000g2bk,2014-11-07T01:35:19.275Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-25T14:18:10.730Z,35.209,81.386,10,4.3,mb,36,95,,0.96,us,usp000g2bj,2014-11-07T01:35:19.272Z,Xinjiang-Xizang border region,earthquake,,,,9,reviewed,us,us
2008-03-24T23:15:36.600Z,35.297,81.522,10,3.6,mb,16,94.6,,1.19,us,usp000g29n,2014-11-07T01:35:18.999Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-24T17:59:58.360Z,35.182,81.432,10,3.4,mb,8,185.8,,1.65,us,usp000g28v,2014-11-07T01:35:18.906Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-24T15:29:35.720Z,35.347,81.372,10,4.2,mb,33,62.1,,1.26,us,usp000g28h,2014-11-07T01:35:18.883Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-24T15:28:43.690Z,35.695,81.722,10,3.9,mb,23,157,,1.41,us,usp000g28f,2014-11-07T01:35:18.849Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-24T13:27:31.400Z,35.393,81.618,10,3.8,mb,34,137,,1.27,us,usp000g287,2014-11-07T01:35:18.781Z,Xinjiang-Xizang border region,earthquake,,,,5,reviewed,us,us
2008-03-24T11:34:19.610Z,35.73,81.701,25.7,4.5,mb,37,105.4,,1.27,us,usp000g27u,2014-11-07T01:35:18.749Z,Xinjiang-Xizang border region,earthquake,,16,,8,reviewed,us,us
2008-03-24T09:48:29.350Z,32.608,76.061,10,3.6,mb,13,202.8,,0.6,us,usp000g27n,2014-11-07T01:35:18.740Z,"Himachal Pradesh, India",earthquake,,,,1,reviewed,us,us
2008-03-24T08:16:39.670Z,35.72,81.722,10,4.5,mb,59,79.8,,0.95,us,usp000g27b,2014-11-07T01:35:18.721Z,Xinjiang-Xizang border region,earthquake,,,,14,reviewed,us,us
2008-03-24T07:58:32.230Z,35.6,81.644,10,5.1,mwc,93,57.6,,1.25,us,usp000g279,2016-11-10T01:53:30.429Z,Xinjiang-Xizang border region,earthquake,,,,,reviewed,us,gcmt
2008-03-24T02:28:13.560Z,35.392,81.497,10,4.6,mb,60,61.3,,1.43,us,usp000g26d,2014-11-07T01:35:18.588Z,Xinjiang-Xizang border region,earthquake,,,,18,reviewed,us,us
2008-03-24T02:10:24.860Z,35.48,81.284,10,3.5,mb,15,174.7,,0.98,us,usp000g26b,2014-11-07T01:35:18.584Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-24T00:31:28.840Z,35.586,81.258,10,3.2,mb,15,158.8,,1.3,us,usp000g262,2014-11-07T01:35:18.566Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-23T21:42:14.210Z,35.199,80.679,10,3.9,mb,30,126.9,,0.9,us,usp000g25v,2014-11-07T01:35:18.520Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-23T21:12:38.280Z,35.681,81.482,10,3.4,mb,19,137.4,,1.07,us,usp000g25s,2014-11-07T01:35:18.513Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-23T20:56:13.720Z,35.696,81.595,10,5.1,mwc,129,53.1,,0.9,us,usp000g25n,2016-11-10T01:53:27.419Z,Xinjiang-Xizang border region,earthquake,,,,,reviewed,us,gcmt
2008-03-23T20:21:41.970Z,35.529,81.484,10,4.4,mb,21,157.9,,1.12,us,usp000g25m,2014-11-07T01:35:18.490Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-23T19:48:43.590Z,35.754,81.673,10,4.6,mb,39,123,,0.97,us,usp000g25g,2014-11-07T01:35:18.459Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-23T18:52:09.030Z,35.25,81.379,10,3.8,mb,15,94.9,,1.19,us,usp000g25a,2014-11-07T01:35:18.446Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-23T16:49:11.340Z,35.544,81.58,10,3.7,mb,21,150.6,,1.14,us,usp000g251,2014-11-07T01:35:18.426Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-23T14:47:51.720Z,35.267,81.351,21.1,3.9,mb,21,94.9,,0.99,us,usp000g24x,2014-11-07T01:35:18.418Z,Xinjiang-Xizang border region,earthquake,,26.4,,3,reviewed,us,us
2008-03-23T13:44:39.130Z,35.549,81.451,10,3.9,mb,31,121.4,,1.16,us,usp000g24q,2014-11-07T01:35:18.403Z,Xinjiang-Xizang border region,earthquake,,,,5,reviewed,us,us
2008-03-23T11:04:53.860Z,36.068,81.458,10,3.4,mb,11,240.6,,1.3,us,usp000g24b,2014-11-07T01:35:18.366Z,"southern Xinjiang, China",earthquake,,,,2,reviewed,us,us
2008-03-23T07:00:07.430Z,35.233,81.157,10,4.4,mb,28,141.3,,1.17,us,usp000g23w,2014-11-07T01:35:18.214Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-23T06:22:44.550Z,35.593,81.738,10,3.4,mb,16,147.2,,1.08,us,usp000g23t,2014-11-07T01:35:18.207Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-23T06:06:48.450Z,35.619,81.577,10,3.5,mb,28,146.9,,1.2,us,usp000g23s,2014-11-07T01:35:18.203Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-23T04:07:10.300Z,35.419,81.384,10,3.8,mb,21,149,,1.25,us,usp000g23j,2014-11-07T01:35:18.170Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-23T03:49:35.080Z,35.591,81.568,10,4.2,mb,42,117.2,,1.07,us,usp000g23f,2014-11-07T01:35:18.161Z,Xinjiang-Xizang border region,earthquake,,,,8,reviewed,us,us
2008-03-22T21:16:50.680Z,35.193,81.608,10,3.4,mb,12,185.3,,1.23,us,usp000g22n,2014-11-07T01:35:17.855Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-22T20:16:01.150Z,35.594,81.509,10,3.7,mb,35,97.7,,1.21,us,usp000g22m,2014-11-07T01:35:17.851Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-22T09:51:27.620Z,35.267,81.382,10,4.6,mb,21,153,,1.07,us,usp000g21x,2014-11-07T01:35:17.730Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-22T09:14:13.120Z,36.011,81.528,10,3.6,mb,14,191.5,,1.26,us,usp000g21w,2014-11-07T01:35:17.728Z,"southern Xinjiang, China",earthquake,,,,2,reviewed,us,us
2008-03-22T04:24:36.740Z,35.674,81.647,10,3.8,mb,17,188.1,,1.07,us,usp000g21b,2014-11-07T01:35:17.682Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-22T03:09:34.440Z,36.054,81.531,10,3.4,mb,10,267,,1.04,us,usp000g218,2014-11-07T01:35:17.671Z,"southern Xinjiang, China",earthquake,,,,2,reviewed,us,us
2008-03-22T01:38:50.310Z,35.911,81.577,10,3.5,mb,13,170,,1.13,us,usp000g210,2014-11-07T01:35:17.653Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-22T01:30:15.490Z,35.332,81.312,11.4,4,mb,22,94.8,,1.48,us,usp000g20y,2014-11-07T01:35:17.648Z,Xinjiang-Xizang border region,earthquake,,39.4,,5,reviewed,us,us
2008-03-22T01:17:41.150Z,35.938,81.697,10,3.8,mb,16,221,,0.92,us,usp000g20x,2014-11-07T01:35:17.645Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T23:42:23.820Z,35.322,81.502,10,3.7,mb,25,80.6,,1.36,us,usp000g20s,2014-11-07T01:35:17.622Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T23:09:00.000Z,35.551,81.377,10,3.2,mb,8,268.9,,1.03,us,usp000g20q,2014-11-07T01:35:17.620Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T22:53:51.880Z,35.4,81.434,10,3.9,mb,30,73.1,,1.24,us,usp000g20p,2014-11-07T01:35:17.617Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-21T22:50:46.200Z,35.382,81.436,10,3.3,mb,17,103.1,,1.16,us,usp000g20n,2014-11-07T01:35:17.614Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T22:20:07.790Z,35.233,81.277,10,3.7,mb,25,91,,1.45,us,usp000g20j,2014-11-07T01:35:17.603Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T22:15:52.280Z,36.003,81.513,10,3.7,mb,12,131.5,,1.35,us,usp000g20h,2014-11-07T01:35:17.601Z,"southern Xinjiang, China",earthquake,,,,1,reviewed,us,us
2008-03-21T20:52:17.760Z,34.991,81.097,37.6,5,mwc,67,61,,0.98,us,usp000g208,2016-11-10T01:53:21.919Z,western Xizang,earthquake,,5.1,,,reviewed,us,gcmt
2008-03-21T20:20:02.360Z,35.628,81.573,10,4.8,mb,91,57,,1.2,us,usp000g205,2014-11-07T01:35:17.557Z,Xinjiang-Xizang border region,earthquake,,,,35,reviewed,us,us
2008-03-21T19:05:48.400Z,35.879,81.477,10,3.4,mb,10,193.8,,1.34,us,usp000g202,2014-11-07T01:35:17.546Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-21T18:32:44.450Z,35.181,81.086,10,4.1,mb,32,95.4,,1.41,us,usp000g1zz,2014-11-07T01:35:17.538Z,Xinjiang-Xizang border region,earthquake,,,,8,reviewed,us,us
2008-03-21T18:06:48.180Z,35.719,81.677,11.1,4.7,mb,74,45.7,,1.19,us,usp000g1zx,2014-11-07T01:35:17.518Z,Xinjiang-Xizang border region,earthquake,,13.6,,25,reviewed,us,us
2008-03-21T17:50:39.190Z,35.635,81.521,10,3.5,mb,21,148.1,,1.56,us,usp000g1zv,2014-11-07T01:35:17.505Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T16:36:11.270Z,35.929,81.392,10,3.4,mb,10,216.3,,1.01,us,usp000g1zn,2014-11-07T01:35:17.483Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T14:58:36.990Z,35.382,81.421,10,3.3,mb,13,167.1,,1.47,us,usp000g1zg,2014-11-07T01:35:17.471Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T13:59:55.930Z,35.579,81.335,10,3.6,mb,12,196.4,,1.44,us,usp000g1zb,2014-11-07T01:35:17.462Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T13:59:00.400Z,35.412,81.683,10,3.4,mb,8,310.1,,1.37,us,usp000g1z9,2014-11-07T01:35:17.459Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T13:23:52.980Z,35.642,81.559,10,3.5,mb,8,268.5,,1.41,us,usp000g1z7,2014-11-07T01:35:17.456Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T12:58:10.850Z,35.547,81.733,10,4,mb,27,109.4,,1.2,us,usp000g1z4,2014-11-07T01:35:17.448Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-21T12:02:54.420Z,35.299,81.338,10,5.2,mwc,107,49.8,,1.1,us,usp000g1yx,2016-11-10T01:53:19.476Z,Xinjiang-Xizang border region,earthquake,,,,,reviewed,us,gcmt
2008-03-21T11:09:27.700Z,35.217,81.365,10,4.6,mb,42,95,,1.09,us,usp000g1yt,2014-11-07T01:35:17.409Z,Xinjiang-Xizang border region,earthquake,,,,14,reviewed,us,us
2008-03-21T10:34:12.700Z,35.481,81.577,10,3.9,mb,14,178.5,,1.21,us,usp000g1yr,2014-11-07T01:35:17.405Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-21T10:31:18.320Z,35.408,81.54,10,4,mb,34,121.2,,1.32,us,usp000g1yq,2014-11-07T01:35:17.401Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T08:57:08.180Z,35.206,81.448,10,3.7,mb,11,270.1,,0.79,us,usp000g1yg,2014-11-07T01:35:17.384Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-21T06:51:14.170Z,35.802,81.621,10,3.7,mb,12,267.5,,1.21,us,usp000g1yc,2014-11-07T01:35:17.376Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-21T06:34:57.970Z,35.573,81.514,10,3.9,mb,29,120.9,,1.11,us,usp000g1ya,2014-11-07T01:35:17.371Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T06:16:05.780Z,35.685,81.724,21.9,5.2,mwc,120,49.6,,1.31,us,usp000g1y7,2016-11-10T01:53:18.252Z,Xinjiang-Xizang border region,earthquake,,11.5,,,reviewed,us,gcmt
2008-03-21T05:01:10.080Z,35.67,81.643,10,3.7,mb,15,173.6,,1.19,us,usp000g1y1,2014-11-07T01:35:17.342Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T04:52:34.750Z,35.657,81.67,10,4.7,mb,105,56.4,,1.04,us,usp000g1y0,2014-11-07T01:35:17.334Z,Xinjiang-Xizang border region,earthquake,,,,39,reviewed,us,us
2008-03-21T04:22:39.240Z,35.754,81.443,10,3.6,mb,8,268.1,,1,us,usp000g1xy,2014-11-07T01:35:17.331Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-21T04:03:27.110Z,35.604,81.582,10,5,mb,166,34,,1,us,usp000g1xw,2014-11-07T01:35:17.316Z,Xinjiang-Xizang border region,earthquake,,,,78,reviewed,us,us
2008-03-21T03:38:10.290Z,35.56,81.493,10,3.4,mb,18,153.2,,1.03,us,usp000g1xu,2014-11-07T01:35:17.310Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T03:26:30.840Z,35.545,81.275,10,3.4,mb,8,274,,0.86,us,usp000g1xt,2014-11-07T01:35:17.309Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T02:54:47.960Z,35.3,81.343,10,3.5,mb,7,207.1,,1.18,us,usp000g1xr,2014-11-07T01:35:17.306Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T02:46:34.700Z,35.643,81.702,10,3.9,mb,25,123.1,,1.07,us,usp000g1xq,2014-11-07T01:35:17.304Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-21T02:40:51.970Z,35.414,81.461,10,4.3,mb,40,69.4,,1.11,us,usp000g1xp,2014-11-07T01:35:17.300Z,Xinjiang-Xizang border region,earthquake,,,,7,reviewed,us,us
2008-03-21T02:15:34.790Z,35.311,81.445,10,3.9,mb,35,80.1,,1.36,us,usp000g1xj,2014-11-07T01:35:17.286Z,Xinjiang-Xizang border region,earthquake,,,,6,reviewed,us,us
2008-03-21T02:10:35.620Z,35.265,81.461,10,4,mb,24,94.8,,1.32,us,usp000g1xg,2014-11-07T01:35:17.277Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T01:55:48.170Z,35.282,81.627,10,4.1,mb,19,121.4,,0.81,us,usp000g1xe,2014-11-07T01:35:17.272Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T01:46:55.280Z,35.445,81.628,12.4,4.6,mb,74,94.2,,1.09,us,usp000g1xc,2014-11-07T01:35:17.265Z,Xinjiang-Xizang border region,earthquake,,21.5,,32,reviewed,us,us
2008-03-21T01:20:36.880Z,35.382,81.161,10,3.6,mb,10,274.8,,1.18,us,usp000g1x9,2014-11-07T01:35:17.261Z,Xinjiang-Xizang border region,earthquake,,,,2,reviewed,us,us
2008-03-21T01:12:29.030Z,35.237,81.289,10,4,mb,16,95,,0.73,us,usp000g1x7,2014-11-07T01:35:17.257Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T01:08:51.140Z,35.497,81.478,10,4.7,mb,70,57.7,,1.12,us,usp000g1x6,2014-11-07T01:35:17.250Z,Xinjiang-Xizang border region,earthquake,,,,29,reviewed,us,us
2008-03-21T01:03:55.770Z,35.121,81.318,10,3.9,mb,19,82.8,,0.95,us,usp000g1x5,2014-11-07T01:35:17.248Z,Xinjiang-Xizang border region,earthquake,,,,5,reviewed,us,us
2008-03-21T01:03:17.050Z,35.117,81.333,10,4,mb,12,273.7,,1.13,us,usp000g1x4,2014-11-07T01:35:17.246Z,Xinjiang-Xizang border region,earthquake,,,,3,reviewed,us,us
2008-03-21T00:48:47.840Z,35.106,81.015,10,4.7,mb,84,57.7,,1.16,us,usp000g1x3,2014-11-07T01:35:17.239Z,Xinjiang-Xizang border region,earthquake,,,,22,reviewed,us,us
2008-03-21T00:48:11.770Z,35.397,81.258,10,4.3,mb,9,189.4,,0.75,us,usp000g1x2,2014-11-07T01:35:17.238Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T00:39:39.530Z,35.161,81.332,10,4.3,mb,33,95.1,,0.99,us,usp000g1x1,2014-11-07T01:35:17.235Z,Xinjiang-Xizang border region,earthquake,,,,6,reviewed,us,us
2008-03-21T00:30:02.200Z,35.314,81.44,10,4.6,mb,17,156.3,,0.91,us,usp000g1x0,2014-11-07T01:35:17.233Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2008-03-21T00:26:13.440Z,35.491,81.371,10,5.3,mb,164,49.7,,1,us,usp000g1wz,2014-11-07T01:35:17.216Z,Xinjiang-Xizang border region,earthquake,,,,78,reviewed,us,us
2008-03-21T00:19:49.190Z,35.43,81.608,10,4,mb,15,135.5,,0.95,us,usp000g1wy,2014-11-07T01:35:17.214Z,Xinjiang-Xizang border region,earthquake,,,,1,reviewed,us,us
2008-03-21T00:10:36.810Z,35.42,81.538,10,4.9,mb,96,49.8,,1.47,us,usp000g1wx,2014-11-07T01:35:17.206Z,Xinjiang-Xizang border region,earthquake,,,,34,reviewed,us,us
