time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-10-08T05:14:30.880Z,34.895,73.071,10,4.5,mb,16,103.2,,1.12,us,usp000e13p,2014-11-07T01:27:18.902Z,Pakistan,earthquake,,,,3,reviewed,us,us
2005-10-08T05:08:41.580Z,34.636,73.234,10,5.4,mb,295,35.5,,0.74,us,usp000e13n,2015-05-13T18:53:49.000Z,Pakistan,earthquake,,,,142,reviewed,us,us
2005-10-08T05:08:34.190Z,34.61,73.296,10,4.5,mb,12,199.8,,0.64,us,usp000e13m,2014-11-07T01:27:18.877Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T05:01:20.770Z,34.833,73.373,10,4.5,mb,8,107.9,,0.54,us,usp000e13k,2014-11-07T01:27:18.876Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T05:00:28.870Z,34.166,73.561,10,5.1,mb,27,108.5,,0.78,us,usp000e13j,2014-11-07T01:27:18.873Z,Pakistan,earthquake,,,,3,reviewed,us,us
2005-10-08T05:00:21.010Z,34.694,73.235,10,4.7,mb,79,65.8,,0.79,us,usp000e13h,2014-11-07T01:27:18.867Z,Pakistan,earthquake,,,,23,reviewed,us,us
2005-10-08T05:00:06.400Z,34.66,73.152,10,4.5,mb,18,136.7,,0.68,us,usp000e13g,2014-11-07T01:27:18.865Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T04:56:26.520Z,34.122,73.807,10,4.7,mb,29,122.9,,1.06,us,usp000e13f,2014-11-07T01:27:18.863Z,Pakistan,earthquake,,,,4,reviewed,us,us
2005-10-08T04:54:46.500Z,34.813,73.665,10,4.6,mb,12,141.4,,0.81,us,usp000e13e,2014-11-07T01:27:18.861Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T04:54:33.910Z,34.445,73.643,10,4.4,mb,8,140.9,,0.85,us,usp000e13d,2014-11-07T01:27:18.860Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T04:53:59.050Z,34.234,73.179,10,4.5,mb,11,185.5,,0.76,us,usp000e13c,2014-11-07T01:27:18.858Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T04:52:36.870Z,33.994,73.724,10,4.5,mb,27,143.4,,1.09,us,usp000e13b,2014-11-07T01:27:18.855Z,Pakistan,earthquake,,,,7,reviewed,us,us
2005-10-08T04:52:10.030Z,34.087,73.153,10,4.5,mb,8,201.3,,0.58,us,usp000e13a,2014-11-07T01:27:18.854Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T04:50:53.430Z,34.622,73.257,10,4.5,mb,8,200.9,,1.07,us,usp000e139,2014-11-07T01:27:18.853Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T04:50:19.820Z,34.748,73.287,10,4.6,mb,8,203.6,,0.65,us,usp000e138,2014-11-07T01:27:18.851Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T04:49:25.400Z,34.649,73.337,10,4.4,mb,7,141.3,,0.58,us,usp000e137,2014-11-07T01:27:18.850Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T04:48:34.210Z,34.743,73.104,10,4.5,mb,8,200.9,,0.45,us,usp000e136,2014-11-07T01:27:18.849Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T04:46:25.650Z,34.63,73.07,10,4.6,mb,43,94.8,,0.87,us,usp000e135,2014-11-07T01:27:18.844Z,Pakistan,earthquake,,,,15,reviewed,us,us
2005-10-08T04:46:16.560Z,34.825,73.61,10,4.4,mb,11,200.5,,0.76,us,usp000e134,2014-11-07T01:27:18.843Z,Pakistan,earthquake,,,,3,reviewed,us,us
2005-10-08T04:41:27.010Z,33.947,73.815,10,4.5,mb,21,176.8,,0.6,us,usp000e131,2014-11-07T01:27:18.835Z,Pakistan,earthquake,,,,5,reviewed,us,us
2005-10-08T04:37:30.720Z,34.852,73.241,10,4.6,mb,21,124.4,,0.77,us,usp000e130,2014-11-07T01:27:18.833Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T04:34:37.660Z,34.392,73.729,10,5.1,mb,49,66.1,,1.05,us,usp000e12z,2014-11-07T01:27:18.791Z,Pakistan,earthquake,,,,11,reviewed,us,us
2005-10-08T04:30:43.020Z,34.817,73.061,10,4.9,mb,59,105.4,,0.97,us,usp000e12x,2014-11-07T01:27:18.767Z,Pakistan,earthquake,,,,22,reviewed,us,us
2005-10-08T04:28:41.990Z,34.668,73.319,10,4.9,mb,14,141.3,,0.86,us,usp000e12w,2014-11-07T01:27:18.765Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T04:26:11.200Z,34.65,73.125,10,5.7,mb,355,30.1,,0.89,us,usp000e12v,2020-09-18T20:43:49.367Z,Pakistan,earthquake,,,,177,reviewed,us,us
2005-10-08T04:25:26.590Z,34.625,73.07,10,5,mb,32,78.8,,0.58,us,usp000e12u,2014-11-07T01:27:18.733Z,Pakistan,earthquake,,,,4,reviewed,us,us
2005-10-08T04:23:06.470Z,34.718,73.158,10,5.3,mb,36,65.8,,0.94,us,usp000e12t,2014-11-07T01:27:18.730Z,Pakistan,earthquake,,,,8,reviewed,us,us
2005-10-08T04:21:29.600Z,34.403,73.483,10,4.9,mb,9,156.4,,0.81,us,usp000e12s,2014-11-07T01:27:18.728Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T04:20:28.270Z,34.279,73.472,10,4.7,mb,40,78.6,,0.48,us,usp000e12r,2014-11-07T01:27:18.725Z,Pakistan,earthquake,,,,9,reviewed,us,us
2005-10-08T04:19:41.960Z,34.653,73.267,10,4.8,mb,9,187.4,,0.82,us,usp000e12q,2014-11-07T01:27:18.724Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-10-08T04:14:29.790Z,34.629,73.064,10,4.9,mb,18,141.1,,0.44,us,usp000e12p,2014-11-07T01:27:18.722Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T04:13:22.100Z,34.766,73.188,10,4.9,mb,34,86.1,,0.65,us,usp000e12n,2014-11-07T01:27:18.719Z,Pakistan,earthquake,,,,11,reviewed,us,us
2005-10-08T04:07:46.830Z,34.586,73.159,10,5.4,mb,25,145.7,,0.96,us,usp000e12m,2014-11-07T01:27:18.716Z,Pakistan,earthquake,,,,3,reviewed,us,us
2005-10-08T04:02:24.660Z,34.515,73.323,10,5.6,mb,188,44.2,,1.04,us,usp000e12k,2020-09-18T20:43:41.638Z,Pakistan,earthquake,,,,75,reviewed,us,us
2005-10-08T04:01:20.330Z,34.712,73.239,10,5.6,mb,10,145.6,,1.09,us,usp000e12j,2020-09-18T20:43:33.687Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-10-08T03:58:36.280Z,34.353,73.477,10,5.8,mb,22,118.9,,0.84,us,usp000e12h,2020-09-18T20:43:24.363Z,Pakistan,earthquake,,,,4,reviewed,us,us
2005-10-08T03:58:12.780Z,34.994,73.781,10,5.7,mb,8,184.4,,0.57,us,usp000e12g,2020-09-18T20:43:16.474Z,Pakistan,earthquake,,,,3,reviewed,us,us
2005-10-08T03:57:19.830Z,34.238,73.579,10,5.9,mb,25,123.3,,1.28,us,usp000e12f,2020-09-18T20:43:06.617Z,Pakistan,earthquake,,,,7,reviewed,us,us
2005-10-08T03:50:40.800Z,34.539,73.588,26,7.6,mwc,724,21.1,,0.9,us,usp000e12e,2020-08-14T20:55:56.100Z,Pakistan,earthquake,,,,,reviewed,us,hrv
2005-09-16T17:59:24.000Z,30.567,81.546,10,3.9,mb,7,219.5,,1.07,us,usp000dzjm,2014-11-07T01:27:05.017Z,western Xizang,earthquake,,,,1,reviewed,us,us
2005-09-07T02:57:47.920Z,33.025,80.698,10,4,mb,10,207,,0.84,us,usp000dyx3,2014-11-07T01:27:01.491Z,western Xizang,earthquake,,0,,3,reviewed,us,us
2005-09-05T16:22:07.240Z,30.432,79.114,35,3.8,mb,9,143.4,,0.99,us,usp000dyu3,2014-11-07T01:27:00.751Z,"Uttaranchal, India",earthquake,,,,1,reviewed,us,us
2005-09-05T01:45:43.000Z,30.406,79.151,10,4.6,mb,37,116.1,,0.76,us,usp000dysq,2014-11-07T01:27:00.528Z,"Uttaranchal, India",earthquake,,,,16,reviewed,us,us
2005-08-29T01:31:30.750Z,34.683,74.387,61.9,3.3,mb,12,197.8,,0.43,us,usp000dy8f,2014-11-07T01:26:54.081Z,southwestern Kashmir,earthquake,,24.7,,2,reviewed,us,us
2005-08-21T19:53:33.890Z,29.974,80.586,35,3.5,mb,9,186.6,,1.09,us,usp000dxt6,2014-11-07T01:26:51.196Z,Nepal-India border region,earthquake,,0,,1,reviewed,us,us
2005-08-18T01:17:53.890Z,33.079,78.198,10,3.4,mb,9,200.6,,1.12,us,usp000dxjf,2014-11-07T01:26:49.990Z,Kashmir-Xizang border region,earthquake,,0,,1,reviewed,us,us
2005-08-16T03:45:54.190Z,30.924,78.56,42.6,4.4,mb,49,157.4,,0.81,us,usp000dxe6,2014-11-07T01:26:49.440Z,"Uttaranchal, India",earthquake,,7.7,,12,reviewed,us,us
2005-08-15T22:44:08.530Z,35.134,81.532,35,4.2,mb,25,79.9,,1.38,us,usp000dxdw,2014-11-07T01:26:49.341Z,Xinjiang-Xizang border region,earthquake,,,,4,reviewed,us,us
2005-08-15T18:46:28.160Z,35.694,73.708,95.1,4.7,mb,86,56.7,,1,us,usp000dxdb,2014-11-07T01:26:49.272Z,northwestern Kashmir,earthquake,,,,42,reviewed,us,us
2005-07-20T10:54:49.520Z,35.34,77.791,10,4.2,mb,22,145.5,,1.02,us,usp000dvjs,2014-11-07T01:26:31.200Z,Kashmir-Xinjiang border region,earthquake,,,,4,reviewed,us,us
2005-07-04T19:44:05.760Z,32.729,76.312,20,4.8,mb,93,98.2,,0.83,us,usp000duhq,2014-11-07T01:26:25.680Z,"Himachal Pradesh, India",earthquake,,0,,36,reviewed,us,us
2005-07-01T09:50:45.410Z,34.912,72.39,16.7,3.7,mb,21,186.8,,0.52,us,usp000dua1,2014-11-07T01:26:21.590Z,Pakistan,earthquake,,,,1,reviewed,us,us
2005-06-25T20:57:03.890Z,33.871,80.81,10,4,mb,16,93.9,,1.24,us,usp000dtwx,2014-11-07T01:26:17.488Z,western Xizang,earthquake,,0,,6,reviewed,us,us
2005-06-22T01:24:06.350Z,34.379,74.488,45,3.7,mb,14,196.4,,1.03,us,usp000dtn5,2014-11-07T01:26:16.197Z,southwestern Kashmir,earthquake,,0,,1,reviewed,us,us
2005-06-20T22:52:26.400Z,36.232,77.916,77.9,3.9,mb,26,151.8,,0.75,us,usp000dtjn,2014-11-07T01:26:15.903Z,"southern Xinjiang, China",earthquake,,8.4,,5,reviewed,us,us
2005-05-29T17:17:06.560Z,33.606,80.922,31.2,3.8,mb,18,105.1,,1.4,us,usp000drua,2014-11-07T01:25:59.188Z,western Xizang,earthquake,,27.8,,3,reviewed,us,us
2005-05-23T00:25:24.280Z,31.126,78.522,10,3.7,mb,7,268.6,,1.4,us,usp000drda,2014-11-07T01:25:57.359Z,western Xizang-India border region,earthquake,,,,2,reviewed,us,us
2005-05-19T05:43:30.790Z,35.632,78.375,97.6,4.2,mb,31,149.1,,0.97,us,usp000dr4z,2014-11-07T01:25:55.972Z,Kashmir-Xinjiang border region,earthquake,,14.1,,10,reviewed,us,us
2005-05-07T06:27:55.720Z,33.749,73.175,10,4.3,mb,11,170.5,,0.38,us,usp000dq45,2014-11-07T01:25:49.957Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-04-18T20:10:34.570Z,32.671,76.41,20,4.1,mb,20,107.7,,1.23,us,usp000dnq5,2014-11-07T01:25:37.925Z,"Himachal Pradesh, India",earthquake,,0,,4,reviewed,us,us
2005-04-17T10:29:31.990Z,33.701,80.642,31.5,3.9,mb,17,96.2,,1.14,us,usp000dnk2,2014-11-07T01:25:37.038Z,western Xizang,earthquake,,37.2,,2,reviewed,us,us
2005-04-14T07:11:27.170Z,32.567,76.359,31.3,4.8,mb,56,96.6,,0.74,us,usp000dnae,2014-11-07T01:25:35.450Z,"Himachal Pradesh, India",earthquake,,13.5,,15,reviewed,us,us
2005-04-05T10:21:51.530Z,34.516,74.812,40.1,4,mb,13,222.3,,0.57,us,usp000dmah,2014-11-07T01:25:29.556Z,southwestern Kashmir,earthquake,,21.6,,1,reviewed,us,us
2005-03-03T15:07:39.170Z,35.649,77.854,57.5,3.7,mb,14,138.8,,1.32,us,usp000dheg,2014-11-07T01:25:10.379Z,Kashmir-Xinjiang border region,earthquake,,16.8,,4,reviewed,us,us
2005-03-02T23:09:59.960Z,32.89,72.881,11.8,3.4,mb,16,171,,0.89,us,usp000dhd1,2014-11-07T01:25:09.985Z,Pakistan,earthquake,,39.6,,3,reviewed,us,us
2005-02-28T18:01:59.750Z,32.534,76.624,12,4.8,mb,79,106.3,,1.05,us,usp000dh75,2014-11-07T01:25:05.571Z,"Himachal Pradesh, India",earthquake,,16.9,,36,reviewed,us,us
2005-02-28T16:04:49.490Z,32.565,76.581,32.5,3.8,mb,13,199.3,,1.02,us,usp000dh6x,2014-11-07T01:25:05.560Z,"Himachal Pradesh, India",earthquake,,49.4,,3,reviewed,us,us
2005-02-28T12:39:46.560Z,35.815,75.855,22.1,4.5,mb,35,131.6,,0.8,us,usp000dh62,2014-11-07T01:25:05.483Z,northwestern Kashmir,earthquake,,14.3,,12,reviewed,us,us
2005-02-20T11:01:58.690Z,30.655,78.243,25,3.5,mb,9,233,,0.39,us,usp000dgk0,2014-11-07T01:25:01.570Z,"Uttaranchal, India",earthquake,,34.3,,1,reviewed,us,us
2005-02-15T21:48:38.440Z,31.85,74.991,50.4,4.2,mb,19,170.4,,0.52,us,usp000dg7z,2014-11-07T01:25:00.130Z,India-Pakistan border region,earthquake,,9.3,,2,reviewed,us,us
2005-02-09T15:55:55.140Z,34.733,73.577,17.6,4.3,mb,26,125.2,,0.8,us,usp000dfsw,2014-11-07T01:24:57.700Z,Pakistan,earthquake,,39.3,,12,reviewed,us,us
2005-02-05T10:47:49.850Z,34.679,73.367,21.6,4.8,mb,111,42.2,,0.92,us,usp000dfhw,2014-11-07T01:24:56.268Z,Pakistan,earthquake,,13.1,,69,reviewed,us,us
2005-01-22T13:38:00.610Z,33.575,72.33,10,3.5,mb,9,216.1,,1.1,us,usp000de0p,2014-11-07T01:24:42.964Z,Pakistan,earthquake,,,,2,reviewed,us,us
2005-01-17T00:49:32.030Z,34.273,80.005,38.6,4.4,mb,42,87.9,,0.96,us,usp000ddhe,2014-11-07T01:24:40.105Z,western Xizang,earthquake,,11.6,,16,reviewed,us,us
2005-01-01T10:23:50.180Z,34.79,72.665,10,4,mb,6,221.1,,0.92,us,usp000dcbw,2014-11-07T01:24:31.220Z,Pakistan,earthquake,,,,4,reviewed,us,us
2004-12-05T13:04:38.080Z,30.481,81.24,10,4.2,mb,26,105.5,,1.03,us,usp000da3n,2014-11-07T01:24:14.049Z,western Xizang,earthquake,,0,,6,reviewed,us,us
2004-11-28T21:17:56.740Z,33.241,74.895,37.9,3.9,mb,13,211,,0.7,us,usp000d9hf,2014-11-07T01:24:06.963Z,southwestern Kashmir,earthquake,,21.9,,2,reviewed,us,us
2004-11-26T23:53:56.720Z,30.676,77.2,42.1,3.7,mb,16,122.1,,0.86,us,usp000d9bk,2014-11-07T01:24:06.080Z,"Haryana - Uttaranchal region, India",earthquake,,13.8,,2,reviewed,us,us
2004-11-11T02:46:49.000Z,32.22,76.409,20,4.1,mb,20,118.2,,1.13,us,usp000d84d,2014-11-07T01:23:58.800Z,"Himachal Pradesh, India",earthquake,,0,,6,reviewed,us,us
2004-11-11T02:13:45.040Z,32.442,76.512,34.6,4.9,mb,71,107.9,,0.88,us,usp000d849,2014-11-07T01:23:58.666Z,"Himachal Pradesh, India",earthquake,,19.1,,29,reviewed,us,us
2004-11-05T06:10:12.230Z,35.429,74.424,49.6,4,mb,14,196.5,,0.81,us,usp000d7qp,2014-11-07T01:23:56.286Z,northwestern Kashmir,earthquake,,30.4,,2,reviewed,us,us
2004-10-31T21:25:14.580Z,35.39,74.534,10,4.8,mb,125,64.2,,0.92,us,usp000d7e2,2014-11-07T01:23:50.747Z,northwestern Kashmir,earthquake,,,,65,reviewed,us,us
2004-10-31T08:05:39.360Z,35.441,75.017,10,3.7,mb,6,223.8,,1.21,us,usp000d7d5,2014-11-07T01:23:50.653Z,northwestern Kashmir,earthquake,,,,3,reviewed,us,us
2004-10-31T07:07:13.270Z,35.215,74.286,10,3.6,mb,6,213.5,,0.75,us,usp000d7d3,2014-11-07T01:23:50.651Z,northwestern Kashmir,earthquake,,,,1,reviewed,us,us
2004-10-31T06:55:39.560Z,35.21,74.112,10,3.7,mb,13,157.5,,1.11,us,usp000d7d1,2014-11-07T01:23:50.646Z,northwestern Kashmir,earthquake,,,,3,reviewed,us,us
2004-10-31T06:10:37.690Z,35.267,74.52,10,5.1,mwc,155,56.1,,1,us,usp000d7cy,2016-11-10T00:50:31.557Z,northwestern Kashmir,earthquake,,,,,reviewed,us,hrv
2004-10-31T06:02:58.970Z,35.367,74.409,18.8,5,mwc,311,36.6,,0.96,us,usp000d7cw,2016-11-10T00:50:31.060Z,northwestern Kashmir,earthquake,,16.3,,,reviewed,us,hrv
2004-10-31T03:59:52.300Z,35.372,74.254,10,4.7,mb,37,163.2,,1.27,us,usp000d7cm,2014-11-07T01:23:50.558Z,northwestern Kashmir,earthquake,,,,13,reviewed,us,us
2004-10-31T03:49:30.830Z,35.485,74.565,10,4.1,mb,12,149.2,,1.28,us,usp000d7ch,2014-11-07T01:23:50.553Z,northwestern Kashmir,earthquake,,,,3,reviewed,us,us
2004-10-31T00:18:41.130Z,35.407,74.511,10,4.7,mwc,119,52,,0.79,us,usp000d7c9,2016-11-10T00:50:30.021Z,northwestern Kashmir,earthquake,,,,,reviewed,us,hrv
2004-10-28T03:01:56.290Z,35.988,80.796,35,4,mb,8,239.2,,1.17,us,usp000d77q,2014-11-07T01:23:49.975Z,Xinjiang-Xizang border region,earthquake,,0,,2,reviewed,us,us
2004-10-27T00:28:48.690Z,30.897,81.22,10,4.4,mb,25,108.4,,1.28,us,usp000d75a,2014-11-07T01:23:49.550Z,western Xizang,earthquake,,,,4,reviewed,us,us
2004-10-26T02:30:41.800Z,31.034,81.228,10,4.8,mb,11,143,,1.07,us,usp000d73a,2014-11-07T01:23:49.257Z,western Xizang,earthquake,,,,2,reviewed,us,us
2004-10-26T02:11:33.440Z,31.024,81.154,10.1,5.6,mwc,518,33.5,,0.85,us,usp000d738,2020-09-18T20:08:05.202Z,western Xizang,earthquake,,,,,reviewed,us,hrv
2004-10-17T15:35:45.840Z,35.204,77.669,15,4.3,mb,29,161.7,,1.18,us,usp000d6jh,2014-11-07T01:23:46.648Z,Kashmir-Xinjiang border region,earthquake,,0,,8,reviewed,us,us
2004-09-28T00:39:44.500Z,29.97,79.671,82.6,3.7,mb,10,121.8,,1.3,us,usp000d56h,2014-11-07T01:23:34.165Z,"Uttaranchal, India",earthquake,,29.9,,1,reviewed,us,us
2004-09-09T11:20:46.920Z,31.196,81.222,67.6,4.2,mb,18,142.9,,1.01,us,usp000d3z3,2014-11-07T01:23:27.565Z,western Xizang,earthquake,,18.3,,6,reviewed,us,us
2004-09-07T04:01:05.450Z,35.716,78.249,7.6,4.2,mb,18,141.5,,0.61,us,usp000d3tp,2014-11-07T01:23:26.793Z,Kashmir-Xinjiang border region,earthquake,,26.8,,3,reviewed,us,us
2004-09-06T08:46:35.950Z,31.281,81.292,28.8,4.1,mb,16,142.9,,1.06,us,usp000d3qg,2014-11-07T01:23:26.327Z,western Xizang,earthquake,,39.9,,4,reviewed,us,us
2004-09-01T18:40:11.610Z,35.379,74.598,25,3.6,mb,18,137.2,,1.01,us,usp000d3c3,2014-11-07T01:23:22.334Z,northwestern Kashmir,earthquake,,0,,5,reviewed,us,us
2004-08-11T15:56:37.730Z,35.512,75.281,10,3.9,mb,7,201.1,,1.42,us,usp000d1yk,2014-11-07T01:23:11.222Z,northwestern Kashmir,earthquake,,,,2,reviewed,us,us
2004-08-10T05:31:59.150Z,33.962,72.842,35,4.2,mb,10,297.9,,0.7,us,usp000d1vm,2014-11-07T01:23:10.697Z,Pakistan,earthquake,,0,,4,reviewed,us,us
2004-08-08T01:00:59.660Z,31.246,72.804,10,4,mb,10,200.3,,0.62,us,usp000d1qk,2014-11-07T01:23:10.098Z,Pakistan,earthquake,,0,,2,reviewed,us,us
2004-07-22T16:56:36.580Z,35.04,81.069,31.7,4.3,mb,29,104.7,,0.94,us,usp000d0pr,2014-11-07T01:22:57.023Z,Xinjiang-Xizang border region,earthquake,,17.1,,11,reviewed,us,us
2004-07-22T03:31:05.970Z,32.188,77.17,10,3.9,mb,11,178.8,,0.78,us,usp000d0ns,2014-11-07T01:22:56.874Z,Kashmir-India border region,earthquake,,,,4,reviewed,us,us
2004-07-15T07:25:10.070Z,35.327,75.89,51.7,3.9,mb,19,186.7,,0.92,us,usp000d071,2014-11-07T01:22:54.120Z,northwestern Kashmir,earthquake,,11.8,,7,reviewed,us,us
2004-07-13T12:50:07.490Z,33.693,76.999,40,3.9,mb,13,198.9,,0.89,us,usp000d038,2014-11-07T01:22:53.573Z,Kashmir-India border region,earthquake,,,,4,reviewed,us,us
2004-06-29T15:49:21.910Z,35.65,78.536,10,4.3,mb,22,157,,1.01,us,usp000cz5s,2014-11-07T01:22:43.993Z,Kashmir-Xinjiang border region,earthquake,,,,2,reviewed,us,us
2004-05-01T17:11:13.050Z,35.62,77.965,10,4.4,mb,19,151,,1.05,us,usp000cty0,2014-11-07T01:22:12.090Z,Kashmir-Xinjiang border region,earthquake,,,,1,reviewed,us,us
2004-05-01T07:08:12.940Z,35.73,78.366,26.3,4.5,mb,59,94,,1.08,us,usp000ctwt,2014-11-07T01:22:11.567Z,Kashmir-Xinjiang border region,earthquake,,15.9,,17,reviewed,us,us
2004-04-17T07:15:24.730Z,29.705,81.051,10,4.1,mb,11,182.2,,1.23,us,usp000csrg,2014-11-07T01:22:00.887Z,Nepal,earthquake,,,,1,reviewed,us,us
2004-04-11T01:39:39.220Z,34.802,80.538,40.9,4.1,mb,17,170.7,,1.03,us,usp000cs72,2014-11-07T01:21:57.596Z,western Xizang,earthquake,,23.4,,2,reviewed,us,us
2004-04-03T02:51:10.610Z,29.846,81.118,76.5,4.6,mb,22,178.1,,0.96,us,usp000crhv,2014-11-07T01:21:53.112Z,Nepal,earthquake,,29.5,,5,reviewed,us,us
2004-03-21T06:05:17.470Z,34.909,72.884,16.4,4.5,mb,10,204.2,,1.09,us,usp000cqh3,2014-11-07T01:21:45.670Z,Pakistan,earthquake,,,,1,reviewed,us,us
2004-03-15T07:57:37.680Z,36.251,77.877,87.2,4.7,mb,78,53.8,,0.71,us,usp000cq09,2014-11-07T01:21:42.423Z,"southern Xinjiang, China",earthquake,,10.1,,31,reviewed,us,us
2004-03-01T17:59:04.890Z,30.744,80.963,93.9,4,mb,13,174.7,,1.33,us,usp000cnun,2014-11-07T01:21:35.770Z,western Xizang-India border region,earthquake,,36.7,,1,reviewed,us,us
2004-03-01T17:41:18.600Z,30.368,80.496,58.6,4.8,mb,52,71.5,,0.8,us,usp000cnuh,2014-11-07T01:21:35.724Z,western Xizang-India border region,earthquake,,14.8,,27,reviewed,us,us
2004-02-23T13:34:08.640Z,33.005,78.874,46,3.7,mb,10,179.2,,0.33,us,usp000cmvu,2014-11-07T01:21:24.982Z,Kashmir-Xizang border region,earthquake,,28.1,,1,reviewed,us,us
2004-02-22T08:03:56.260Z,34.816,73.325,10,4.7,mb,51,51.2,,0.88,us,usp000cmt4,2014-11-07T01:21:24.745Z,Pakistan,earthquake,,,,21,reviewed,us,us
2004-02-15T03:44:44.400Z,34.804,73.165,10,4.3,mb,64,60.9,,0.98,us,usp000cm7b,2014-11-07T01:21:21.374Z,Pakistan,earthquake,,,,19,reviewed,us,us
2004-02-14T11:56:57.530Z,34.798,73.206,11,5.4,mwb,369,42,,0.76,us,usp000cm5g,2020-04-16T17:42:01.920Z,Pakistan,earthquake,,,,,reviewed,us,us
2004-02-14T11:15:13.950Z,34.697,73.237,10,4.4,mb,15,197.8,,0.37,us,usp000cm5c,2014-11-07T01:21:21.136Z,Pakistan,earthquake,,,,1,reviewed,us,us
2004-02-14T10:30:22.180Z,34.774,73.216,11,5.5,mwb,353,42,,0.86,us,usp000cm59,2020-08-14T17:35:37.880Z,Pakistan,earthquake,,,,,reviewed,us,us
2004-02-04T18:46:58.400Z,33.947,75.149,23.8,4.1,mb,28,98.3,,0.56,us,usp000ckdm,2014-11-07T01:21:17.954Z,eastern Kashmir,earthquake,,18.1,,8,reviewed,us,us
2003-12-21T02:14:07.450Z,32.548,76.626,33,4.2,mb,8,224.3,,0.7,us,usp000cfq2,2014-11-07T01:20:47.425Z,"Himachal Pradesh, India",earthquake,,,,1,reviewed,us,us
2003-12-15T23:56:07.980Z,31.527,78.151,33,4.4,mb,15,146.9,,1.08,us,usp000cfbu,2014-11-07T01:20:46.082Z,western Xizang-India border region,earthquake,,,,1,reviewed,us,us
2003-12-15T22:54:20.320Z,31.622,78.203,33,4.5,mb,20,125.8,,1.35,us,usp000cfbq,2014-11-07T01:20:46.062Z,western Xizang-India border region,earthquake,,,,2,reviewed,us,us
2003-10-25T07:55:20.990Z,36.093,81.068,33,4.1,mb,15,188.5,,1.05,us,usp000cb7g,2014-11-07T01:20:15.199Z,"southern Xinjiang, China",earthquake,,,,2,reviewed,us,us
2003-09-20T13:59:45.170Z,36.015,73.386,33,4.9,mb,168,41.9,,0.85,us,usp000c83j,2014-11-07T01:19:52.630Z,northwestern Kashmir,earthquake,,,,101,reviewed,us,us
2003-09-11T04:31:16.640Z,35.475,74.664,33,4.5,mb,55,56.8,,1.02,us,usp000c78f,2014-11-07T01:19:47.957Z,northwestern Kashmir,earthquake,,,,31,reviewed,us,us
2003-09-11T04:26:07.450Z,35.543,74.416,33,4,mb,14,110,,1.13,us,usp000c78e,2014-11-07T01:19:47.956Z,northwestern Kashmir,earthquake,,,,5,reviewed,us,us
2003-09-03T23:21:03.990Z,30.583,80.432,33,4.8,mb,21,73.9,,0.84,us,usp000c6p9,2014-11-07T01:19:43.800Z,western Xizang-India border region,earthquake,,,,11,reviewed,us,us
2003-08-28T22:45:10.940Z,30.391,80.589,33,3.9,mb,9,206.4,,1.4,us,usp000c65g,2014-11-07T01:19:36.253Z,western Xizang-India border region,earthquake,,,,1,reviewed,us,us
2003-08-23T20:25:31.100Z,36.073,77.815,33,4.5,mb,21,161.9,,1.45,us,usp000c5rq,2014-11-07T01:19:34.837Z,"southern Xinjiang, China",earthquake,,,,7,reviewed,us,us
2003-08-16T00:32:44.980Z,31.007,73.437,33,4,mb,8,181,,1.68,us,usp000c50m,2014-11-07T01:19:31.838Z,Pakistan,earthquake,,,,2,reviewed,us,us
2003-07-26T21:49:09.090Z,35.357,81.104,68.5,3.8,mb,15,175.3,,1.26,us,usp000c3es,2014-11-07T01:19:18.339Z,Xinjiang-Xizang border region,earthquake,,24.1,,2,reviewed,us,us
2003-07-07T09:15:42.720Z,35.656,73.079,33,4.4,mb,17,196.2,,0.82,us,usp000c1vy,2014-11-07T01:19:09.217Z,northwestern Kashmir,earthquake,,,,4,reviewed,us,us
2003-06-18T19:42:03.870Z,35.24,76.813,33,4.2,mb,18,175.3,,0.97,us,usp000c06e,2014-11-07T01:18:57.352Z,northwestern Kashmir,earthquake,,,,3,reviewed,us,us
2003-06-08T03:51:37.390Z,33.728,81.679,33,4.3,mb,40,138,,0.62,us,usp000bzbj,2014-11-07T01:18:52.428Z,western Xizang,earthquake,,,,11,reviewed,us,us
